,cod_modelo_color,cod_color_code,des_agrup_color_eng,des_fabric,des_product_category,des_product_type,des_filename,des_product_family
238,57047745-85,85.0,PINK,K-CIRCULAR,Tops,T-Shirt,2023_57047745_85.jpg,T-shirt
239,57056022-99,99.0,GREY,L-PIEL,Outerwear,Jacket,2023_57056022_99.jpg,Jackets
240,57089098-99,99.0,GREY,K-CIRCULAR,Outerwear,Jacket,2023_57089098_99.jpg,Jackets
241,57078273-30,30.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57078273_30.jpg,Bags
242,57078635-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoulder bag,2023_57078635_99.jpg,Bags
243,57019102-99,99.0,GREY,K-CIRCULAR,Tops,Top,2023_57019102_99.jpg,Tops
244,43035022-23,23.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43035022_23.jpg,Bags
245,53040611-37,37.0,BROWN,P-PLANA,Bottoms,Shorts,2019_53040611_37.jpg,Shorts
246,53030613-05,5.0,WHITE,T-TRICOT,Tops,Top,2019_53030613_05.jpg,Tops
247,53020667-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53020667_32.jpg,Glasses
248,53043026-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53043026_99.jpg,Jumpsuit
249,51030736-70,70.0,RED,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_51030736_70.jpg,Dresses
250,43089077-01,1.0,WHITE,T-TRICOT,Tops,Top,2019_43089077_01.jpg,Tops
251,51043728-56,56.0,BLUE,P-PLANA,Outerwear,Blazer,2019_51043728_56.jpg,Blazers
252,53003738-28,28.0,ORANGE,T-TRICOT,Tops,Sweater,2019_53003738_28.jpg,Sweater
253,51090925-15,15.0,YELLOW,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_51090925_15.jpg,Dresses
254,51030979-07,7.0,WHITE,P-PLANA,Tops,Blouse,2019_51030979_07.jpg,Shirt
255,51031021-68,68.0,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51031021_68.jpg,Dresses
256,53033766-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_53033766_OR.jpg,Jewellery
257,51053786-52,52.0,BLUE,P-PLANA,Outerwear,Blazer,2019_51053786_52.jpg,Blazers
258,53083787-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_53083787_OR.jpg,Jewellery
259,51055033-79,79.0,RED,P-PLANA,Outerwear,Coat,2019_51055033_79.jpg,Coats
260,53075772-76,76.0,RED,P-PLANA,Bottoms,Trousers,2019_53075772_76.jpg,Trousers
261,57075129-76,76.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57075129_76.jpg,Dresses
262,57077650-91,91.0,GREY,T-TRICOT,Tops,Cardigan,2019_57077650_91.jpg,Cardigans
263,51023794-09,9.0,WHITE,P-PLANA,Bottoms,Trousers,2019_51023794_09.jpg,Trousers
264,57059604-01,1.0,WHITE,T-TRICOT,Tops,Sweater,2019_57059604_01.jpg,Sweater
266,47067110-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_47067110_OR.jpg,Belts and Ties
267,47055866-02,2.0,WHITE,P-PLANA,Tops,Shirt,2023_47055866_02.jpg,Shirt
268,57000256-88,88.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57000256_88.jpg,Dresses
269,57010731-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57010731_99.jpg,Trousers
270,57050158-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Shorts,2023_57050158_TN.jpg,Shorts
271,57040282-07,7.0,WHITE,J-JEANS,Bottoms,Shorts,2023_57040282_07.jpg,Shorts
272,57040277-35,35.0,BROWN,K-CIRCULAR,Bottoms,Trousers,2023_57040277_35.jpg,Trousers
273,57040780-40,40.0,GREEN,P-PLANA,Bottoms,Trousers,2023_57040780_40.jpg,Trousers
274,57065135-08,8.0,WHITE,P-PLANA,Outerwear,Jacket,2023_57065135_08.jpg,Jackets
275,57000405-99,99.0,GREY,T-TRICOT,"Dresses, jumpsuits and Complete set",Dress,2023_57000405_99.jpg,Dresses
276,57002886-88,88.0,PINK,J-JEANS,Bottoms,Shorts,2023_57002886_88.jpg,Shorts
277,57074401-56,56.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2023_57074401_56.jpg,T-shirt
278,57063800-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57063800_99.jpg,Footwear
279,57024403-37,37.0,BROWN,J-JEANS,Bottoms,Jeans,2023_57024403_37.jpg,Jeans
280,57092893-PL,98.00999200639488,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57092893_PL.jpg,Footwear
281,57064030-99,99.0,GREY,K-CIRCULAR,Tops,Top,2023_57064030_99.jpg,Tops
282,57004047-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57004047_OR.jpg,Jewellery
283,57004782-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57004782_CU.jpg,Bags
284,57061178-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57061178_99.jpg,Dresses
285,57095804-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2023_57095804_99.jpg,Belts and Ties
286,57055810-05,5.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57055810_05.jpg,T-shirt
287,57029095-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57029095_99.jpg,Trousers
288,57069100-43,43.0,GREEN,K-CIRCULAR,Bottoms,Trousers,2023_57069100_43.jpg,Trousers
289,41025020-02,2.0,WHITE,P-PLANA,Outerwear,Trenchcoat,2019_41025020_02.jpg,Trenchcoats
290,51060587-08,8.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51060587_08.jpg,Dresses
291,51050592-08,8.0,WHITE,P-PLANA,Tops,Top,2019_51050592_08.jpg,Tops
292,53020606-92,92.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53020606_92.jpg,Bags
293,53060624-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Cosmetic bag,2019_53060624_99.jpg,Wallets & cases
294,53040541-TN,98.00999200639488,GREY,J-JEANS,Outerwear,Jacket,2019_53040541_TN.jpg,Jackets
295,41095829-02,2.0,WHITE,P-PLANA,Bottoms,Trousers,2019_41095829_02.jpg,Trousers
296,53070640-85,85.0,PINK,T-TRICOT,Tops,Cardigan,2019_53070640_85.jpg,Cardigans
297,53055707-99,99.0,GREY,P-PLANA,Outerwear,Coat,2019_53055707_99.jpg,Coats
298,53030653-56,56.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2019_53030653_56.jpg,T-shirt
299,53090718-57,57.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Kerchief,2019_53090718_57.jpg,"Hats, scarves and gloves"
300,53045710-34,34.0,BROWN,P-PLANA,Outerwear,Puffer coat,2019_53045710_34.jpg,Puffer coats
301,53000790-02,2.0,WHITE,K-CIRCULAR,Tops,Top,2019_53000790_02.jpg,Tops
302,53050905-37,37.0,BROWN,P-PLANA,Tops,Blouse,2019_53050905_37.jpg,Shirt
303,51085730-99,99.0,GREY,K-CIRCULAR,Outerwear,Coat,2019_51085730_99.jpg,Coats
304,53033750-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53033750_32.jpg,Glasses
305,51023052-70,70.0,RED,K-CIRCULAR,Tops,Top,2019_51023052_70.jpg,Tops
306,53031101-07,7.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_53031101_07.jpg,T-shirt
307,53075750-14,14.0,YELLOW,P-PLANA,Bottoms,Skirt,2019_53075750_14.jpg,Skirts
308,51053787-20,20.0,ORANGE,P-PLANA,Outerwear,Jacket,2019_51053787_20.jpg,Jackets
309,57095902-33,33.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_57095902_33.jpg,Bags
310,57017689-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_57017689_99.jpg,Trousers
311,67080516-17,17.0,YELLOW,T-TRICOT,Tops,Cardigan,2020_67080516_17.jpg,Cardigans
312,57017892-92,92.0,GREY,T-TRICOT,Tops,Sweater,2019_57017892_92.jpg,Sweater
313,57009081-OR,4.400709219858156,WHITE,T-TRICOT,Tops,Sweater,2019_57009081_OR.jpg,Sweater
314,47034012-02,2.0,WHITE,P-PLANA,Tops,Shirt,2023_47034012_02.jpg,Shirt
315,47065916-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_47065916_99.jpg,Glasses
316,57082505-99,99.0,GREY,K-CIRCULAR,Bottoms,Trousers,2023_57082505_99.jpg,Trousers
317,57062504-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57062504_01.jpg,T-shirt
318,57055786-56,56.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Beanie,2023_57055786_56.jpg,"Hats, scarves and gloves"
319,57010465-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57010465_01.jpg,T-shirt
320,57092880-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57092880_01.jpg,T-shirt
321,57053797-92,92.0,GREY,P-PLANA,Tops,Top,2023_57053797_92.jpg,Tops
322,57080977-52,52.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_57080977_52.jpg,Jewellery
323,57063799-65,65.0,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57063799_65.jpg,Dresses
324,57033803-99,99.0,GREY,K-CIRCULAR,Bottoms,Leggings,2023_57033803_99.jpg,Leggings and joggers
325,57052893-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57052893_99.jpg,Dresses
326,57063803-02,2.0,WHITE,P-PLANA,Tops,Shirt,2023_57063803_02.jpg,Shirt
327,57023810-02,2.0,WHITE,P-PLANA,Tops,Blouse,2023_57023810_02.jpg,Shirt
328,57096308-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57096308_43.jpg,Dresses
329,57065966-05,5.0,WHITE,P-PLANA,Bottoms,Skirt,2023_57065966_05.jpg,Skirts
330,57021176-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57021176_99.jpg,Trousers
331,57015793-09,9.0,WHITE,P-PLANA,Tops,Shirt,2023_57015793_09.jpg,Shirt
332,57015795-90,90.0,GREY,T-TRICOT,Tops,Sweater,2023_57015795_90.jpg,Sweater
333,57035980-68,68.0,PURPLE,J-JEANS,Outerwear,Jacket,2023_57035980_68.jpg,Jackets
334,57023820-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2023_57023820_05.jpg,Sweater
335,57014435-44,44.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57014435_44.jpg,Dresses
336,57046017-92,92.0,GREY,P-PLANA,Bottoms,Trousers,2023_57046017_92.jpg,Trousers
337,57028274-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Totes bag,2023_57028274_01.jpg,Bags
338,57065812-43,43.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57065812_43.jpg,Dresses
339,57029103-88,88.0,PINK,T-TRICOT,Tops,Sweater,2023_57029103_88.jpg,Sweater
340,57099117-99,99.0,GREY,P-PLANA,Tops,Shirt,2023_57099117_99.jpg,Shirt
341,53030717-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53030717_02.jpg,Jewellery
342,53000887-56,56.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2019_53000887_56.jpg,T-shirt
343,53003729-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_53003729_05.jpg,Sweater
344,53075713-94,94.0,GREY,T-TRICOT,Tops,Sweater,2019_53075713_94.jpg,Sweater
345,53050926-99,99.0,GREY,P-PLANA,Bottoms,Skirt,2019_53050926_99.jpg,Skirts
346,53003773-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53003773_OR.jpg,Jewellery
347,51093755-99,99.0,GREY,K-CIRCULAR,Bottoms,Skirt,2019_51093755_99.jpg,Skirts
348,57027877-70,70.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Scarf,2019_57027877_70.jpg,"Hats, scarves and gloves"
349,57035910-43,43.0,GREEN,K-CIRCULAR,Tops,T-Shirt,2019_57035910_43.jpg,T-shirt
350,57045929-16,16.0,YELLOW,K-CIRCULAR,Tops,T-Shirt,2019_57045929_16.jpg,T-shirt
351,57047660-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_57047660_99.jpg,Trousers
352,57035785-99,99.0,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57035785_99.jpg,T-shirt
353,57015951-30,30.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2019_57015951_30.jpg,T-shirt
354,57015952-08,8.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57015952_08.jpg,T-shirt
355,57049085-99,99.0,GREY,T-TRICOT,Tops,Sweater,2019_57049085_99.jpg,Sweater
356,47097833-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Ring,2023_47097833_OR.jpg,Jewellery
357,57067702-02,2.0,WHITE,P-PLANA,Outerwear,Puffer coat,2023_57067702_02.jpg,Puffer coats
358,57055949-99,99.0,GREY,P-PLANA,Outerwear,Puffer coat,2023_57055949_99.jpg,Puffer coats
359,57083261-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57083261_99.jpg,Footwear
360,57093800-34,34.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2023_57093800_34.jpg,Jumpsuit
361,57053811-01,1.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57053811_01.jpg,Dresses
362,57064772-01,1.0,WHITE,P-PLANA,Tops,Shirt,2023_57064772_01.jpg,Shirt
363,57035798-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57035798_99.jpg,Dresses
364,57015806-81,81.0,PINK,T-TRICOT,Tops,Sweater,2023_57015806_81.jpg,Sweater
365,57084424-06,6.0,WHITE,T-TRICOT,Tops,Sweater,2023_57084424_06.jpg,Sweater
366,57085984-91,91.0,GREY,K-CIRCULAR,Tops,T-Shirt,2023_57085984_91.jpg,T-shirt
367,57086311-94,94.0,GREY,T-TRICOT,Tops,Sweater,2023_57086311_94.jpg,Sweater
368,57067733-35,35.0,BROWN,K-CIRCULAR,Outerwear,Jacket,2023_57067733_35.jpg,Jackets
369,57007752-99,99.0,GREY,T-TRICOT,Tops,Sweater,2023_57007752_99.jpg,Sweater
370,57089093-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57089093_99.jpg,Trousers
371,57086028-85,85.0,PINK,P-PLANA,Tops,Shirt,2023_57086028_85.jpg,Shirt
372,57007775-70,70.0,RED,T-TRICOT,Tops,Sweater,2023_57007775_70.jpg,Sweater
373,57059099-PL,98.00999200639488,GREY,K-CIRCULAR,Tops,Top,2023_57059099_PL.jpg,Tops
374,43013748-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_43013748_09.jpg,Bags
375,53090600-08,8.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53090600_08.jpg,Bags
376,53050718-62,62.0,PURPLE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53050718_62.jpg,Jewellery
377,53020686-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2019_53020686_TN.jpg,Jeans
378,53073042-28,28.0,ORANGE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2019_53073042_28.jpg,Footwear
379,53080975-08,8.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53080975_08.jpg,Jumpsuit
380,53071046-28,28.0,ORANGE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_53071046_28.jpg,Jumpsuit
381,53015736-99,99.0,GREY,P-PLANA,Tops,Blouse,2019_53015736_99.jpg,Shirt
382,53021097-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2019_53021097_OR.jpg,Jewellery
383,53003784-02,2.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Scarf,2019_53003784_02.jpg,"Hats, scarves and gloves"
384,51091106-20,20.0,ORANGE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_51091106_20.jpg,Dresses
385,57006714-82,82.0,PINK,T-TRICOT,Tops,Sweater,2019_57006714_82.jpg,Sweater
386,57087691-TM,53.825949367088604,BLUE,J-JEANS,Tops,Shirt,2019_57087691_TM.jpg,Shirt
387,57049212-PL,98.00999200639488,GREY,K-CIRCULAR,Tops,T-Shirt,2019_57049212_PL.jpg,T-shirt
388,57097888-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_57097888_99.jpg,Jumpsuit
389,57019219-OR,4.400709219858156,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57019219_OR.jpg,T-shirt
390,47034001-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sunglasses,2023_47034001_99.jpg,Glasses
391,47005859-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2023_47005859_OR.jpg,Jewellery
392,47073770-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_47073770_TN.jpg,Jeans
393,57020037-01,1.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57020037_01.jpg,Footwear
394,47085961-05,5.0,WHITE,J-JEANS,Bottoms,Trousers,2023_47085961_05.jpg,Trousers
395,57020215-88,88.0,PINK,P-PLANA,Tops,Shirt,2023_57020215_88.jpg,Shirt
396,57094389-77,77.0,RED,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Sandals,2023_57094389_77.jpg,Footwear
397,57040451-01,1.0,WHITE,J-JEANS,Bottoms,Jeans,2023_57040451_01.jpg,Jeans
398,57022896-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_57022896_TN.jpg,Jeans
399,57023809-02,2.0,WHITE,P-PLANA,Tops,Blouse,2023_57023809_02.jpg,Shirt
400,57050481-52,52.0,BLUE,K-CIRCULAR,Tops,Top,2023_57050481_52.jpg,Tops
401,57083807-99,99.0,GREY,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57083807_99.jpg,Dresses
402,57094028-92,92.0,GREY,K-CIRCULAR,Tops,Poloshirt,2023_57094028_92.jpg,Poloshirts
403,57004435-CU,33.33863275039746,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Crossbody bag,2023_57004435_CU.jpg,Bags
404,57085982-TM,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57085982_TM.jpg,Jeans
405,57015987-30,30.0,BROWN,L-PIEL,Bottoms,Skirt,2023_57015987_30.jpg,Skirts
406,57047709-05,5.0,WHITE,J-JEANS,Bottoms,Jeans,2023_57047709_05.jpg,Jeans
407,57097724-PL,98.00999200639488,GREY,T-TRICOT,Tops,Top,2023_57097724_PL.jpg,Tops
408,57043818-37,37.0,BROWN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57043818_37.jpg,Dresses
409,57057734-43,43.0,GREEN,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57057734_43.jpg,Dresses
411,57077749-DI,53.825949367088604,BLUE,J-JEANS,Bottoms,Jeans,2023_57077749_DI.jpg,Jeans
412,57087123-04,4.0,WHITE,K-CIRCULAR,Bottoms,Leggings,2023_57087123_04.jpg,Leggings and joggers
413,67000456-OR,4.400709219858156,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Earrings,2024_67000456_OR.jpg,Jewellery
414,41017020-08,8.0,WHITE,P-PLANA,Bottoms,Trousers,2019_41017020_08.jpg,Trousers
415,43097754-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Necklace,2019_43097754_99.jpg,Jewellery
416,53070530-07,7.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_53070530_07.jpg,Belts and Ties
417,53080586-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_53080586_02.jpg,Shirt
418,51020639-37,37.0,BROWN,K-CIRCULAR,Tops,Top,2019_51020639_37.jpg,Tops
419,53060649-70,70.0,RED,P-PLANA,Tops,Blouse,2019_53060649_70.jpg,Shirt
420,43077801-05,5.0,WHITE,T-TRICOT,Tops,Sweater,2019_43077801_05.jpg,Sweater
421,53020797-85,85.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53020797_85.jpg,Dresses
422,53030840-50,50.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53030840_50.jpg,Dresses
423,53030663-15,15.0,YELLOW,K-CIRCULAR,Tops,T-Shirt,2019_53030663_15.jpg,T-shirt
424,53003720-14,14.0,YELLOW,T-TRICOT,Tops,Sweater,2019_53003720_14.jpg,Sweater
425,51053043-85,85.0,PINK,P-PLANA,Tops,Blouse,2019_51053043_85.jpg,Shirt
426,53081016-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Glasses,2019_53081016_99.jpg,Glasses
427,53063757-50,50.0,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2019_53063757_50.jpg,Footwear
428,53047671-06,6.0,WHITE,P-PLANA,Outerwear,Coat,2019_53047671_06.jpg,Coats
429,51025015-99,99.0,GREY,P-PLANA,Bottoms,Skirt,2019_51025015_99.jpg,Skirts
430,51001003-02,2.0,WHITE,P-PLANA,Bottoms,Trousers,2019_51001003_02.jpg,Trousers
431,51053789-08,8.0,WHITE,P-PLANA,Tops,Top,2019_51053789_08.jpg,Tops
432,57015905-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_57015905_32.jpg,Belts and Ties
433,57097877-49,49.0,GREEN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_57097877_49.jpg,Dresses
434,57019207-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2019_57019207_99.jpg,Trousers
435,57017699-02,2.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2019_57017699_02.jpg,T-shirt
436,57045943-99,99.0,GREY,K-CIRCULAR,Tops,Sweatshirt,2019_57045943_99.jpg,Sweatshirts
437,57017900-08,8.0,WHITE,T-TRICOT,Tops,Sweater,2019_57017900_08.jpg,Sweater
438,67040169-09,9.0,WHITE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2020_67040169_09.jpg,Bags
439,57018266-99,99.0,GREY,T-TRICOT,Tops,Sweater,2019_57018266_99.jpg,Sweater
440,57000152-52,52.0,BLUE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57000152_52.jpg,Dresses
441,57064388-99,99.0,GREY,P-PLANA,Bottoms,Skirt,2023_57064388_99.jpg,Skirts
442,47048647-02,2.0,WHITE,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_47048647_02.jpg,Dresses
443,47028650-TN,98.00999200639488,GREY,J-JEANS,Bottoms,Jeans,2023_47028650_TN.jpg,Jeans
444,57025956-35,35.0,BROWN,K-CIRCULAR,Tops,T-Shirt,2023_57025956_35.jpg,T-shirt
445,57040458-20,20.0,ORANGE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57040458_20.jpg,Dresses
446,57082883-68,68.0,PURPLE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57082883_68.jpg,Dresses
447,57040463-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2023_57040463_99.jpg,Dresses
448,57013812-99,99.0,GREY,P-PLANA,Tops,Blouse,2023_57013812_99.jpg,Shirt
449,57047712-01,1.0,WHITE,P-PLANA,Outerwear,Coat,2023_57047712_01.jpg,Coats
450,57025993-05,5.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57025993_05.jpg,Dresses
451,57086011-99,99.0,GREY,P-PLANA,Bottoms,Trousers,2023_57086011_99.jpg,Trousers
453,57074430-30,30.0,BROWN,P-PLANA,Outerwear,Blazer,2023_57074430_30.jpg,Blazers
454,57014437-05,5.0,WHITE,P-PLANA,Bottoms,Trousers,2023_57014437_05.jpg,Trousers
455,57075810-88,88.0,PINK,P-PLANA,Tops,Blouse,2023_57075810_88.jpg,Shirt
456,57026025-88,88.0,PINK,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2023_57026025_88.jpg,Dresses
457,57037904-TO,53.825949367088604,BLUE,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Shoes,2023_57037904_TO.jpg,Footwear
458,57015815-01,1.0,WHITE,K-CIRCULAR,Tops,T-Shirt,2023_57015815_01.jpg,T-shirt
459,57069085-81,81.0,PINK,T-TRICOT,Tops,Cardigan,2023_57069085_81.jpg,Cardigans
460,53053023-76,76.0,RED,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53053023_76.jpg,Dresses
461,53045008-99,99.0,GREY,P-PLANA,Outerwear,Puffer coat,2019_53045008_99.jpg,Puffer coats
462,53080547-TO,53.825949367088604,BLUE,J-JEANS,Bottoms,Skirt,2019_53080547_TO.jpg,Skirts
463,53060658-01,1.0,WHITE,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53060658_01.jpg,Dresses
464,53073036-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Dress,2019_53073036_37.jpg,Dresses
465,51070897-37,37.0,BROWN,P-PLANA,"Dresses, jumpsuits and Complete set",Jumpsuit,2019_51070897_37.jpg,Jumpsuit
466,53043738-92,92.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Scarf,2019_53043738_92.jpg,"Hats, scarves and gloves"
467,51063763-99,99.0,GREY,K-CIRCULAR,"Dresses, jumpsuits and Complete set",Dress,2019_51063763_99.jpg,Dresses
468,53093765-32,32.0,BROWN,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Handbag,2019_53093765_32.jpg,Bags
469,53073765-99,99.0,GREY,O-POLIPIEL,Bottoms,Skirt,2019_53073765_99.jpg,Skirts
470,53079070-32,32.0,BROWN,P-PLANA,Outerwear,Puffer coat,2019_53079070_32.jpg,Puffer coats
471,53081123-02,2.0,WHITE,P-PLANA,Tops,Blouse,2019_53081123_02.jpg,Shirt
472,53003795-52,52.0,BLUE,K-CIRCULAR,Tops,T-Shirt,2019_53003795_52.jpg,T-shirt
473,57085916-99,99.0,GREY,C-COMPLEMENTOS,"Accesories, Swim and Intimate",Belt,2019_57085916_99.jpg,Belts and Ties
474,53103701-50,50.0,BLUE,J-JEANS,Bottoms,Jeans,2019_53103701_50.jpg,Jeans
475,53015745-80,80.0,PINK,T-TRICOT,Tops,Sweater,2019_53015745_80.jpg,Sweater
